"","DEGREE","PEOCNTCT","STRESS","SLPPRBLM","WKSMOOTH","UNEMP","SATFIN","CLASS_","SATJOB","WEEKSWRK","LIFE","HEALTH","HAPPY","RINCOME","INCOM16","SEXFREQ","SOCBAR","AGE"
"957",1,1,4,4,2,1,2,2,1,52,NA,NA,2,12,2,0,NA,40
"958",3,4,3,4,1,NA,1,3,1,52,1,3,1,12,2,3,5,53
"959",1,NA,NA,NA,NA,1,1,3,1,8,NA,NA,3,NA,3,3,NA,25
"960",3,NA,NA,NA,NA,2,2,2,NA,52,2,2,2,12,3,5,NA,60
"961",1,NA,4,4,1,1,1,3,1,52,1,2,1,12,2,3,NA,29
"962",2,NA,3,3,2,1,3,2,2,52,1,1,2,11,3,4,NA,30
"963",1,1,3,3,3,2,3,3,3,40,NA,NA,3,1,3,3,3,59
"964",1,2,NA,NA,NA,NA,2,2,1,52,1,2,2,10,4,5,NA,40
"965",3,NA,3,3,2,2,2,3,1,52,2,1,1,12,2,5,NA,29
"966",3,1,NA,NA,NA,2,1,3,NA,0,1,1,1,NA,3,0,NA,70
"967",0,2,1,1,4,1,3,2,2,52,2,3,2,NA,1,5,NA,27
"968",3,NA,NA,NA,NA,2,2,3,NA,0,1,1,1,NA,3,3,NA,78
"969",4,NA,5,4,2,2,1,3,1,12,1,1,1,11,3,NA,NA,48
"970",3,1,3,3,2,NA,2,3,2,48,1,1,1,7,3,4,NA,64
"971",3,NA,2,2,3,NA,1,3,1,52,1,1,1,12,2,3,4,49
"972",1,2,NA,NA,NA,2,1,3,NA,0,2,2,2,NA,2,NA,NA,83
"973",1,NA,2,2,2,NA,3,3,1,26,1,3,2,12,4,4,NA,62
"974",3,1,3,3,2,1,1,3,2,52,NA,NA,2,12,3,0,NA,42
"975",4,2,NA,NA,NA,2,1,3,NA,0,NA,NA,1,NA,3,2,5,84
"976",1,2,NA,NA,NA,NA,1,3,NA,8,2,2,2,NA,4,0,NA,18
"977",3,1,NA,NA,NA,2,2,2,NA,0,2,2,3,NA,3,0,NA,77
"978",1,1,5,4,1,2,2,2,1,12,NA,NA,2,6,4,0,NA,54
"979",1,1,NA,NA,NA,2,2,2,1,52,1,2,1,12,3,1,NA,62
"980",2,NA,3,2,1,NA,1,3,1,30,1,2,1,12,3,3,NA,56
"981",1,3,NA,NA,NA,NA,2,2,1,37,1,1,1,12,4,4,4,50
"982",3,4,4,1,2,1,2,4,1,17,1,2,1,3,4,1,NA,23
"983",3,NA,NA,NA,NA,2,2,3,NA,0,1,3,2,12,5,3,NA,66
"984",4,NA,NA,NA,NA,2,1,3,1,40,1,2,1,NA,4,3,NA,67
"985",1,NA,3,3,2,NA,2,2,2,40,1,2,2,12,2,1,5,49
"986",0,NA,NA,NA,NA,NA,1,3,NA,0,1,2,1,NA,1,0,NA,85
"987",1,4,3,2,2,2,1,2,1,52,NA,NA,2,12,3,0,NA,68
"988",0,NA,2,2,3,1,2,2,3,48,2,3,1,12,1,0,NA,63
"989",3,NA,2,3,1,2,2,3,2,52,2,2,1,5,3,NA,NA,39
"990",1,1,NA,NA,NA,2,2,3,NA,0,2,2,2,NA,3,0,NA,89
"991",3,4,3,1,2,1,1,3,1,51,NA,NA,1,12,4,2,6,55
"992",2,NA,NA,NA,NA,2,2,3,NA,0,2,2,2,NA,2,0,NA,72
"993",1,NA,2,3,2,NA,3,3,2,52,1,2,2,12,4,6,NA,42
"994",1,1,NA,NA,NA,2,1,3,1,0,1,1,1,NA,3,0,NA,89
"995",0,1,NA,NA,NA,2,1,1,NA,0,NA,NA,2,NA,3,2,NA,45
"996",1,NA,NA,NA,NA,NA,3,3,NA,0,1,2,2,NA,2,0,NA,84
"997",1,2,NA,NA,NA,2,2,3,1,52,2,2,2,4,3,0,NA,75
"998",0,NA,NA,NA,NA,2,1,3,NA,0,1,2,1,NA,1,0,NA,75
"999",1,3,3,1,1,1,3,2,1,52,NA,NA,3,12,2,3,5,53
"1000",2,5,3,2,3,1,2,2,1,52,NA,NA,3,9,3,0,NA,56
"1001",1,2,2,3,3,NA,2,2,2,52,2,2,2,12,3,4,NA,35
"1002",1,NA,3,2,3,NA,2,3,2,52,1,2,2,11,3,5,3,23
"1003",1,3,NA,NA,NA,1,2,3,2,24,1,2,2,5,4,1,NA,21
"1004",1,1,NA,NA,NA,1,2,2,4,52,NA,NA,1,3,1,5,3,22
"1005",1,NA,3,2,3,2,3,2,3,52,2,2,2,12,3,3,NA,29
"1006",1,NA,4,3,1,1,2,4,2,18,1,3,3,9,4,NA,NA,58
"1007",1,NA,4,2,2,2,2,2,1,40,1,2,1,11,2,3,NA,56
"1008",3,2,NA,NA,NA,NA,3,3,2,30,2,2,2,11,1,4,6,33
"1009",0,2,NA,NA,NA,2,1,1,NA,0,2,3,2,NA,1,0,NA,72
"1010",1,NA,NA,NA,NA,2,1,3,NA,0,NA,NA,3,NA,3,0,6,66
"1011",1,3,NA,NA,NA,NA,2,2,1,52,1,2,2,11,2,1,2,36
"1012",1,NA,NA,NA,NA,NA,3,2,NA,0,2,3,2,NA,3,2,NA,29
"1013",1,NA,NA,NA,NA,1,2,2,NA,52,NA,NA,1,9,4,4,3,25
"1014",0,NA,4,3,3,NA,2,2,2,51,1,2,2,12,3,5,NA,53
"1015",2,NA,NA,NA,NA,2,1,3,3,0,NA,NA,2,NA,3,0,5,59
"1016",1,4,NA,NA,NA,2,1,2,1,52,NA,NA,2,12,2,5,2,44
"1017",1,3,3,4,2,2,3,2,2,52,NA,NA,2,NA,3,3,NA,40
"1018",1,NA,NA,NA,NA,NA,2,4,1,36,1,2,1,12,3,5,NA,51
"1019",4,NA,3,3,2,2,2,2,1,50,1,2,2,12,3,1,NA,66
"1020",1,NA,3,1,2,1,2,2,2,52,NA,NA,1,12,3,6,5,40
"1021",1,2,NA,NA,NA,1,3,2,2,52,NA,NA,2,NA,3,5,3,41
"1022",1,NA,3,3,2,NA,1,2,1,52,1,2,1,12,3,0,NA,50
"1023",1,NA,4,2,1,2,3,3,1,52,NA,NA,1,12,3,2,6,50
"1024",1,1,NA,NA,NA,2,2,2,NA,0,NA,NA,2,NA,1,0,NA,62
"1025",1,NA,NA,NA,NA,2,2,2,NA,0,1,4,1,NA,3,0,NA,73
"1026",1,NA,3,1,3,NA,3,1,1,52,2,3,3,12,2,1,5,41
"1027",1,NA,3,1,2,1,3,2,2,52,NA,NA,2,11,2,0,NA,39
"1028",0,1,NA,NA,NA,2,2,2,NA,0,NA,NA,1,NA,4,5,5,29
"1029",1,1,NA,NA,NA,NA,1,2,1,0,1,2,1,NA,3,0,6,59
"1030",1,NA,3,2,2,1,1,1,3,52,NA,NA,3,12,3,NA,NA,55
"1031",0,1,NA,NA,NA,2,3,1,4,52,3,4,2,NA,1,NA,NA,34
"1032",4,NA,1,2,2,NA,2,3,2,52,2,3,2,12,3,2,6,47
"1033",4,3,2,2,3,2,2,3,2,52,NA,NA,2,12,2,1,3,60
"1034",1,2,NA,NA,NA,1,3,2,NA,0,1,4,2,NA,3,1,NA,67
"1035",3,NA,NA,NA,NA,1,1,3,4,4,NA,NA,2,2,3,3,3,57
"1036",4,NA,3,2,2,2,2,3,2,52,1,1,1,12,4,4,NA,48
"1037",4,NA,3,3,3,2,2,3,1,52,NA,NA,2,12,4,4,5,30
"1038",1,1,NA,NA,NA,NA,2,3,NA,0,2,3,2,NA,3,3,5,60
"1039",1,NA,3,3,1,NA,2,2,1,52,1,1,1,12,3,2,NA,58
"1040",1,NA,NA,NA,NA,NA,1,3,NA,0,1,1,1,NA,3,2,6,63
"1041",1,NA,2,1,3,2,2,2,2,52,2,3,2,9,1,4,NA,57
"1042",1,NA,4,2,1,2,2,2,1,36,1,1,1,9,3,0,NA,66
"1043",0,NA,NA,NA,NA,2,2,2,NA,0,NA,NA,2,NA,3,NA,NA,87
"1044",2,4,NA,NA,NA,2,2,2,2,52,NA,NA,2,12,3,1,6,55
"1045",1,5,4,3,2,2,2,2,3,44,NA,NA,1,11,1,4,5,54
"1046",1,NA,NA,NA,NA,2,2,3,NA,0,1,4,1,NA,2,3,NA,63
"1047",1,NA,NA,NA,NA,NA,3,2,3,35,3,2,3,3,2,1,6,26
"1048",4,2,NA,NA,NA,2,1,4,NA,0,2,1,2,NA,4,4,NA,67
"1049",1,NA,NA,NA,NA,NA,2,3,NA,0,2,2,2,NA,1,0,NA,81
"1050",4,3,NA,NA,NA,1,2,3,NA,16,NA,NA,2,NA,4,0,4,73
"1051",3,NA,NA,NA,NA,2,1,3,NA,0,1,2,1,NA,3,2,NA,78
"1052",4,NA,NA,NA,NA,NA,1,3,NA,0,1,2,2,NA,2,2,2,77
"1053",2,NA,3,4,2,2,3,2,2,52,NA,NA,2,12,2,5,3,47
"1054",4,1,4,4,2,2,2,3,2,52,2,1,2,12,3,2,NA,62
"1055",4,2,NA,NA,NA,2,2,3,1,0,2,2,2,NA,3,0,NA,83
"1056",3,4,NA,NA,NA,2,2,3,2,52,2,3,2,12,4,4,NA,41
"1057",4,NA,2,3,1,NA,1,3,1,52,1,1,1,12,4,5,3,44
"1058",3,NA,NA,NA,NA,1,3,3,3,40,NA,NA,1,9,3,2,4,54
"1059",3,NA,2,2,3,1,3,2,4,52,NA,NA,NA,12,4,1,NA,57
"1060",1,3,2,3,3,NA,1,2,2,50,2,2,2,NA,3,5,2,26
"1061",1,3,3,4,4,2,2,2,2,52,NA,NA,2,12,4,1,4,60
"1062",1,2,NA,NA,NA,1,2,2,1,16,NA,NA,1,2,3,5,4,30
"1063",3,3,NA,NA,NA,NA,1,2,1,0,2,3,2,NA,1,1,NA,72
"1064",0,NA,NA,NA,NA,2,3,2,NA,0,2,2,1,NA,2,NA,NA,68
"1065",4,1,NA,NA,NA,2,2,3,2,52,NA,NA,1,12,2,6,5,46
"1066",0,NA,5,4,1,NA,2,2,1,52,2,2,2,9,1,2,6,59
"1067",1,NA,NA,NA,NA,2,3,3,NA,0,2,3,2,NA,1,2,NA,77
"1068",1,NA,4,2,2,NA,3,2,2,52,1,2,3,9,3,1,6,59
"1069",1,NA,4,3,2,NA,3,2,2,52,2,1,2,NA,3,NA,6,47
"1070",1,1,3,4,2,2,2,2,1,52,NA,NA,NA,12,1,2,NA,51
"1071",2,5,3,4,1,NA,3,3,1,48,1,1,2,12,3,3,4,42
"1072",4,NA,NA,NA,NA,NA,2,3,NA,0,1,1,1,NA,2,0,5,75
"1073",1,1,NA,NA,NA,NA,1,3,NA,0,1,2,2,NA,3,0,NA,66
"1074",3,4,NA,NA,NA,1,3,2,2,6,NA,NA,2,2,2,2,NA,25
"1075",0,NA,NA,NA,NA,NA,2,1,1,0,1,2,1,NA,2,NA,NA,34
"1076",2,2,1,3,4,1,2,2,2,52,1,2,2,12,4,6,NA,25
"1077",1,1,NA,NA,NA,NA,3,2,NA,0,1,1,3,NA,2,3,NA,78
"1078",2,3,NA,NA,NA,2,2,3,2,40,NA,NA,2,6,3,6,2,21
"1079",3,NA,NA,NA,NA,1,1,3,NA,0,1,1,1,NA,2,3,NA,73
"1080",2,2,NA,NA,NA,2,2,2,1,0,NA,NA,3,NA,2,3,NA,29
"1081",1,NA,5,4,1,2,1,2,1,52,NA,NA,2,12,3,NA,6,35
"1082",1,3,4,1,1,NA,3,1,2,30,1,2,2,NA,4,3,6,31
"1083",1,1,NA,NA,NA,2,2,1,NA,0,2,3,3,NA,3,NA,NA,58
"1084",1,2,NA,NA,NA,2,1,2,NA,0,NA,NA,2,NA,4,3,6,65
"1085",1,4,NA,NA,NA,NA,2,2,2,52,2,2,2,12,3,0,NA,62
"1086",1,NA,NA,NA,NA,1,2,2,NA,20,NA,NA,2,NA,2,0,NA,21
"1087",2,NA,3,2,1,2,3,3,1,52,2,2,2,12,3,NA,NA,59
"1088",1,NA,3,1,2,1,2,2,1,24,1,2,2,6,3,3,NA,21
"1089",1,NA,5,4,2,2,2,2,1,52,1,2,2,11,3,5,NA,45
"1090",3,NA,3,2,2,NA,2,2,2,NA,1,2,1,6,2,3,NA,52
"1091",0,1,NA,NA,NA,2,1,3,NA,0,2,1,1,NA,1,0,NA,76
"1092",1,3,NA,NA,NA,2,2,3,NA,52,2,2,2,NA,4,5,NA,21
"1093",2,4,4,2,1,1,2,2,1,52,1,1,2,12,2,3,NA,42
"1094",1,NA,4,3,2,1,2,2,1,52,NA,NA,2,12,3,1,5,58
"1095",3,2,NA,NA,NA,1,2,2,2,35,1,2,3,NA,3,5,NA,42
"1096",0,NA,NA,NA,NA,2,2,3,NA,3,NA,NA,2,NA,3,5,NA,67
"1097",1,NA,NA,NA,NA,2,2,3,NA,52,NA,NA,2,8,4,1,5,19
"1098",1,NA,NA,NA,NA,1,2,3,NA,0,2,3,2,NA,3,3,NA,65
"1099",2,NA,3,4,2,2,2,3,2,52,1,1,1,12,3,5,NA,36
"1100",1,5,1,2,3,1,3,2,1,51,NA,NA,3,12,4,6,2,37
"1101",3,NA,NA,NA,NA,2,1,3,NA,26,2,1,2,NA,2,5,NA,64
"1102",1,NA,3,3,2,1,2,3,1,52,1,2,2,11,4,5,NA,33
"1103",3,NA,1,2,2,2,2,3,1,40,1,2,1,12,3,5,NA,30
"1104",1,NA,3,2,2,NA,2,3,1,52,2,2,2,12,2,2,4,50
"1105",4,1,NA,NA,NA,NA,2,2,NA,0,1,2,2,NA,1,0,NA,89
"1106",1,NA,NA,NA,NA,2,3,3,NA,52,NA,NA,2,12,2,0,5,66
"1107",3,NA,3,2,2,NA,1,3,1,52,1,1,2,12,4,2,6,60
"1108",1,NA,2,2,3,2,2,4,3,52,1,2,1,9,3,5,NA,52
"1109",1,NA,4,3,2,1,2,2,3,52,NA,NA,1,12,3,NA,4,33
"1110",1,4,2,3,2,2,1,2,1,52,NA,NA,1,12,3,1,4,45
"1111",1,4,4,3,2,2,2,2,2,30,2,2,2,3,3,2,NA,21
"1112",1,4,NA,NA,NA,2,3,2,2,50,1,2,2,10,3,2,NA,32
"1113",1,1,NA,NA,NA,2,1,2,NA,0,2,2,1,NA,1,0,NA,78
"1114",2,NA,5,4,3,1,2,3,2,52,3,NA,2,12,3,3,NA,41
"1115",3,NA,2,1,3,1,2,3,1,52,2,2,2,12,4,0,NA,59
"1116",1,1,1,2,4,NA,2,3,4,52,1,2,2,11,2,4,NA,32
"1117",3,NA,4,3,2,2,1,3,1,52,NA,NA,1,12,2,5,5,44
"1118",2,5,3,3,2,NA,1,3,2,52,1,1,2,NA,2,5,6,27
"1119",1,5,NA,NA,NA,NA,3,3,1,52,1,2,1,12,3,6,4,38
"1120",3,NA,2,2,2,2,3,2,2,52,NA,NA,2,5,2,4,6,32
"1121",4,4,3,3,2,2,2,3,2,52,2,3,2,12,3,0,NA,34
"1122",4,2,NA,NA,NA,2,1,3,NA,0,NA,NA,1,NA,1,4,NA,64
"1123",2,3,2,3,3,1,3,2,1,36,NA,NA,3,NA,3,6,4,26
"1124",3,3,NA,NA,NA,NA,1,3,3,52,1,1,1,NA,3,5,5,39
"1125",1,NA,NA,NA,NA,NA,1,3,2,52,1,1,2,NA,4,5,NA,19
"1126",1,NA,3,2,2,2,2,3,2,52,NA,NA,2,12,4,2,6,47
"1127",4,NA,NA,NA,NA,NA,1,3,2,0,2,1,2,NA,4,3,6,39
"1128",1,3,NA,NA,NA,2,2,2,2,35,NA,NA,2,12,2,4,3,28
"1129",4,3,3,3,2,NA,2,3,2,52,2,2,2,12,3,0,6,39
"1130",3,NA,3,3,1,2,1,3,2,52,NA,NA,1,12,4,0,NA,55
"1131",3,NA,3,3,1,2,1,3,1,52,1,1,1,NA,3,0,NA,71
"1132",1,NA,NA,NA,NA,2,1,3,1,0,NA,NA,1,NA,2,1,2,65
"1133",1,2,NA,NA,NA,NA,2,2,NA,0,2,3,2,4,2,0,NA,64
"1134",3,3,NA,NA,NA,2,1,3,2,52,NA,NA,1,12,3,0,4,33
"1135",1,NA,3,2,2,2,2,3,1,52,NA,NA,2,12,3,5,4,43
"1136",1,NA,NA,NA,NA,NA,3,1,NA,0,3,3,2,NA,2,0,2,80
"1137",2,NA,NA,NA,NA,2,3,2,NA,0,2,3,3,NA,2,NA,NA,70
"1138",3,3,NA,NA,NA,NA,2,2,1,52,1,1,1,12,3,4,6,43
"1139",0,2,NA,NA,NA,NA,2,3,1,0,1,4,1,NA,3,2,NA,38
"1140",1,NA,NA,NA,NA,NA,2,2,NA,32,2,3,2,8,3,5,5,23
"1141",1,NA,NA,NA,NA,2,1,2,NA,0,2,4,3,NA,4,0,NA,71
"1142",1,5,NA,NA,NA,NA,2,2,3,52,1,4,2,11,2,3,NA,31
"1143",3,2,5,2,2,1,3,2,2,42,NA,NA,2,9,4,5,2,51
"1144",2,NA,4,4,2,2,3,2,1,52,1,2,1,12,2,2,NA,38
"1145",1,NA,1,1,3,NA,3,1,3,46,2,3,2,12,2,1,4,49
"1146",1,5,NA,NA,NA,NA,3,2,1,52,1,1,2,12,3,2,6,50
"1147",3,NA,NA,NA,NA,2,1,3,3,0,NA,NA,3,NA,3,NA,2,39
"1148",1,4,NA,NA,NA,2,2,2,1,36,NA,NA,1,9,5,0,5,80
"1149",1,NA,3,3,1,2,2,2,1,52,2,2,1,12,3,2,NA,50
"1150",3,2,3,2,3,2,2,2,2,52,2,2,2,12,3,0,NA,47
"1151",1,NA,NA,NA,NA,2,2,1,NA,0,3,4,3,NA,3,0,NA,49
"1152",1,2,2,1,3,1,3,2,2,52,NA,NA,2,8,3,1,4,28
"1153",1,NA,NA,NA,NA,NA,1,3,NA,0,1,1,1,NA,1,NA,NA,89
"1154",1,NA,3,2,1,2,2,2,1,52,2,1,2,12,3,2,NA,34
"1155",1,NA,NA,NA,NA,NA,3,3,3,0,3,3,3,NA,3,2,2,50
"1156",1,NA,NA,NA,NA,1,3,1,3,48,2,3,2,9,3,2,NA,33
"1157",3,NA,2,3,2,NA,2,3,1,46,1,2,2,12,2,3,4,39
"1158",3,3,NA,NA,NA,2,3,2,2,48,1,2,3,12,3,2,NA,56
"1159",4,2,NA,NA,NA,2,2,2,1,48,NA,NA,1,12,1,5,NA,48
"1160",1,2,3,4,2,2,2,NA,1,52,1,2,1,12,3,3,NA,55
"1161",1,NA,NA,NA,NA,NA,3,3,3,17,2,1,3,12,2,0,6,47
"1162",1,NA,2,3,3,2,1,3,1,52,NA,NA,2,12,3,2,2,52
"1163",1,NA,1,3,2,1,2,2,1,30,NA,NA,1,9,3,5,4,22
"1164",4,NA,NA,NA,NA,2,1,3,NA,0,NA,NA,1,NA,2,0,NA,66
"1165",1,NA,NA,NA,NA,2,1,3,NA,0,1,1,2,NA,3,6,NA,20
"1166",3,NA,NA,NA,NA,2,1,3,NA,0,NA,NA,2,NA,3,NA,5,76
"1167",2,1,NA,NA,NA,NA,3,2,1,45,1,2,1,12,2,3,5,27
"1168",0,NA,3,3,1,1,3,1,4,52,2,2,2,6,3,2,NA,42
"1169",0,2,3,1,1,1,3,2,2,52,3,1,3,11,3,1,NA,48
"1170",1,NA,1,1,2,2,3,2,2,52,NA,NA,2,11,3,5,NA,53
"1171",3,NA,2,3,2,NA,3,2,2,52,2,3,2,12,1,2,NA,37
"1172",1,NA,NA,NA,NA,NA,3,3,NA,0,1,1,2,NA,2,0,NA,87
"1173",1,NA,3,1,4,1,2,2,2,52,2,2,2,12,2,5,NA,30
"1174",1,NA,NA,NA,NA,2,1,3,NA,0,NA,NA,2,NA,3,0,5,76
"1175",2,NA,NA,NA,NA,1,2,2,1,52,NA,NA,1,3,1,6,5,30
"1176",0,3,NA,NA,NA,2,3,3,NA,0,NA,NA,2,NA,3,4,4,38
"1177",2,5,1,1,4,2,3,2,4,40,NA,NA,3,9,4,1,6,45
"1178",1,NA,NA,NA,NA,2,2,3,1,42,2,3,2,12,4,3,NA,25
"1179",1,NA,5,2,1,NA,3,2,1,51,2,2,3,10,3,NA,6,49
"1180",1,NA,5,3,1,2,1,3,1,40,1,1,1,10,4,5,NA,36
"1181",1,2,NA,NA,NA,1,3,3,3,52,2,3,2,12,3,0,NA,49
"1182",1,2,NA,NA,NA,NA,3,1,3,0,2,3,3,NA,3,0,NA,57
"1183",1,3,NA,NA,NA,NA,2,2,2,40,1,2,2,NA,3,4,2,26
"1184",0,NA,NA,NA,NA,1,2,3,NA,NA,1,3,2,2,3,0,NA,20
"1185",2,4,3,2,2,1,3,2,1,52,1,1,1,11,3,5,NA,42
"1186",1,5,1,2,2,2,2,2,1,52,NA,NA,2,12,3,6,3,35
"1187",1,1,NA,NA,NA,NA,3,1,NA,5,2,2,2,NA,3,0,NA,63
"1188",1,2,NA,NA,NA,NA,3,2,2,52,2,4,3,10,3,2,3,51
"1189",2,1,5,1,2,NA,2,3,2,4,2,4,2,NA,3,4,2,50
"1190",0,NA,NA,NA,NA,NA,2,1,NA,0,3,4,2,NA,2,3,NA,51
"1191",1,NA,NA,NA,NA,NA,1,2,NA,0,2,2,2,1,3,0,NA,67
"1192",3,NA,3,1,2,1,2,2,1,32,NA,NA,2,12,4,1,4,29
"1193",3,NA,2,2,2,NA,1,3,1,52,1,1,1,12,3,3,4,30
"1194",1,2,NA,NA,NA,NA,2,2,1,42,2,3,2,NA,2,5,6,27
"1195",1,NA,NA,NA,NA,1,2,2,NA,3,NA,NA,2,1,3,0,NA,66
"1196",0,2,NA,NA,NA,1,2,2,2,6,2,2,2,1,3,4,NA,19
"1197",0,NA,NA,NA,NA,2,3,3,NA,0,3,4,2,NA,4,2,NA,67
"1198",1,NA,2,1,2,2,2,2,3,40,NA,NA,2,NA,2,2,NA,55
"1199",3,NA,4,4,2,1,2,2,2,52,2,2,2,12,3,2,NA,31
"1200",1,NA,NA,NA,NA,NA,3,1,2,0,1,3,1,NA,2,3,6,39
"1201",1,2,NA,NA,NA,2,3,2,NA,2,NA,NA,2,1,1,1,4,31
"1202",1,2,4,4,2,1,1,2,1,40,NA,NA,1,NA,3,NA,6,45
"1203",1,1,4,1,2,NA,3,2,3,0,2,4,2,2,2,0,5,51
"1204",0,NA,NA,NA,NA,2,3,3,NA,0,2,4,3,NA,1,0,NA,72
"1205",1,NA,5,1,3,2,3,2,1,52,2,1,2,NA,3,4,NA,41
"1206",1,3,3,2,1,NA,2,2,2,48,1,2,2,12,3,4,4,52
"1207",3,2,NA,NA,NA,1,2,3,NA,20,NA,NA,2,10,2,1,NA,52
"1208",1,NA,3,3,2,2,2,2,1,52,NA,NA,1,9,2,4,3,43
"1209",1,3,NA,NA,NA,2,1,2,1,52,1,2,1,NA,3,4,NA,25
"1210",2,2,NA,NA,NA,NA,2,2,1,35,1,2,2,10,3,3,4,39
"1211",1,3,4,4,2,2,2,2,2,50,NA,NA,2,12,3,4,1,25
"1212",3,3,3,3,2,2,2,3,1,52,1,2,1,12,4,5,NA,29
"1213",1,1,NA,NA,NA,2,3,3,NA,0,NA,NA,2,NA,3,0,NA,73
"1214",1,1,3,1,1,NA,2,2,2,NA,1,3,1,NA,3,6,2,22
"1215",1,4,NA,NA,NA,2,3,2,4,52,NA,NA,2,12,3,1,5,60
"1216",4,5,NA,NA,NA,2,2,3,NA,0,NA,NA,1,NA,3,6,3,26
"1217",1,NA,3,4,2,1,3,3,4,25,NA,NA,1,2,3,NA,5,26
"1218",1,NA,3,2,2,2,2,2,2,48,NA,NA,1,10,2,5,6,56
"1219",0,NA,NA,NA,NA,2,3,1,1,28,1,3,2,NA,2,NA,NA,43
"1220",1,4,4,3,1,NA,2,2,2,36,1,2,2,12,3,4,3,56
"1221",0,1,NA,NA,NA,1,1,3,1,0,2,1,3,NA,5,NA,NA,70
"1222",0,2,NA,NA,NA,2,2,3,NA,0,NA,NA,3,NA,1,NA,3,67
"1223",0,NA,3,3,2,2,3,2,2,52,NA,NA,1,9,3,5,6,33
"1224",1,NA,NA,NA,NA,2,3,3,2,0,2,3,2,NA,3,6,NA,36
"1225",1,NA,3,3,2,NA,2,2,2,46,1,2,1,12,3,5,2,43
"1226",1,NA,5,4,2,2,2,2,2,46,1,2,2,10,3,4,NA,32
"1227",1,NA,NA,NA,NA,2,1,3,2,48,1,2,1,12,3,NA,NA,36
"1228",1,2,NA,NA,NA,2,1,2,1,52,2,2,1,12,2,0,NA,63
"1229",1,2,NA,NA,NA,NA,2,2,2,0,2,2,2,NA,3,5,4,49
"1230",3,NA,4,2,3,2,3,3,2,46,2,3,3,NA,2,0,NA,22
"1231",1,NA,3,2,2,NA,2,2,1,52,2,3,2,12,3,3,NA,64
"1232",0,2,3,3,NA,1,3,2,4,52,NA,NA,3,NA,NA,0,NA,56
"1233",3,NA,3,3,1,NA,3,3,1,52,1,2,2,NA,NA,NA,5,53
"1234",3,NA,3,2,2,2,2,3,2,52,1,1,1,12,4,4,NA,43
"1235",0,1,NA,NA,NA,NA,3,2,2,52,NA,4,3,11,2,0,NA,61
"1236",4,NA,2,2,2,NA,1,3,1,40,2,1,2,12,4,2,6,50
"1237",1,NA,4,2,2,NA,2,2,2,52,1,2,1,12,2,4,NA,44
"1238",1,NA,4,2,1,NA,2,1,1,8,1,3,2,NA,4,5,4,21
"1239",4,2,3,2,1,2,2,3,1,52,1,1,1,12,4,4,NA,53
"1240",1,1,NA,NA,NA,2,1,3,NA,0,NA,NA,1,NA,3,0,NA,76
"1241",4,NA,3,2,1,2,2,3,1,52,NA,NA,2,12,2,1,5,62
"1242",1,1,3,3,1,2,1,2,1,52,NA,NA,2,12,1,2,2,60
"1243",4,NA,2,1,2,NA,1,3,2,51,2,2,2,12,4,4,2,29
"1244",0,NA,3,4,2,NA,2,3,3,52,1,2,2,12,1,0,NA,62
"1245",1,NA,4,3,2,NA,2,2,2,52,2,3,3,11,2,5,6,43
"1246",1,1,NA,NA,NA,2,1,3,NA,0,NA,NA,2,NA,5,2,3,68
"1247",1,NA,4,4,2,2,3,2,1,50,1,1,2,6,2,5,NA,50
"1248",0,2,NA,NA,NA,1,2,2,1,7,2,1,2,10,1,4,NA,35
"1249",1,NA,NA,NA,NA,NA,3,2,4,6,2,2,3,NA,3,4,6,45
"1250",1,3,NA,NA,NA,2,2,2,1,52,NA,NA,2,12,2,0,5,57
"1251",1,NA,2,1,3,NA,3,1,3,46,1,1,2,9,5,5,2,26
"1252",1,1,NA,NA,NA,NA,2,3,NA,0,1,2,1,NA,3,3,NA,64
"1253",3,NA,3,2,1,NA,1,3,1,52,2,1,2,9,3,2,4,62
"1254",0,NA,3,2,2,2,2,2,2,52,NA,NA,2,12,3,0,NA,55
"1255",0,NA,3,2,3,NA,1,2,1,52,2,3,2,12,3,4,2,50
"1256",2,NA,2,4,3,1,3,2,1,22,1,1,3,9,3,0,NA,50
"1257",1,NA,NA,NA,NA,2,1,2,NA,52,NA,NA,1,NA,2,1,NA,73
"1258",1,NA,NA,NA,NA,2,3,1,NA,0,3,3,3,NA,3,0,NA,61
"1259",1,4,3,1,3,1,2,3,1,47,2,3,2,3,2,NA,NA,21
"1260",1,3,NA,NA,NA,NA,2,3,NA,0,1,2,1,NA,3,NA,1,76
"1261",1,3,NA,NA,NA,2,1,3,1,0,1,1,1,NA,2,5,NA,79
"1262",1,1,3,3,2,1,3,2,2,52,NA,NA,2,NA,3,2,NA,32
"1263",4,NA,3,2,2,1,3,2,1,52,NA,NA,2,12,3,4,NA,53
"1264",1,NA,3,3,2,2,2,3,1,52,NA,NA,2,10,3,0,NA,53
"1265",1,NA,4,1,2,NA,3,2,2,24,2,2,2,12,3,4,6,54
"1266",0,NA,2,2,2,NA,3,3,1,52,2,2,2,12,1,2,NA,62
"1267",1,NA,NA,NA,NA,NA,3,1,NA,0,3,4,3,NA,2,NA,NA,NA
"1268",1,2,4,4,1,1,1,3,1,52,NA,NA,1,12,3,3,NA,51
"1269",3,NA,NA,NA,NA,1,3,3,1,52,NA,NA,2,11,3,4,5,32
