"","DEGREE","PEOCNTCT","STRESS","SLPPRBLM","WKSMOOTH","UNEMP","SATFIN","CLASS_","SATJOB","WEEKSWRK","LIFE","HEALTH","HAPPY","RINCOME","INCOM16","SEXFREQ","SOCBAR","AGE"
"1581",1,1,4,2,2,NA,2,3,1,24,2,3,2,6,2,NA,NA,45
"1582",0,2,NA,NA,NA,2,3,2,NA,0,3,4,3,NA,1,NA,NA,66
"1583",3,NA,NA,NA,NA,NA,3,2,NA,20,1,1,1,NA,3,5,NA,37
"1584",1,NA,4,3,1,1,2,2,1,6,1,1,3,1,1,0,NA,52
"1585",0,2,3,2,1,2,3,2,3,52,NA,NA,2,12,1,NA,5,45
"1586",1,NA,NA,NA,NA,2,2,3,NA,0,1,3,2,NA,3,1,NA,55
"1587",1,4,NA,NA,NA,2,2,2,NA,0,3,2,2,NA,3,3,NA,30
"1588",0,NA,3,3,3,2,2,2,NA,52,NA,NA,3,11,NA,3,4,41
"1589",2,NA,NA,NA,NA,NA,3,2,NA,0,1,4,3,NA,1,NA,NA,56
"1590",1,4,NA,NA,NA,2,2,2,1,52,NA,NA,2,12,3,1,NA,61
"1591",2,4,1,3,4,2,2,3,3,52,NA,NA,1,12,2,3,3,36
"1592",4,3,3,3,2,NA,1,3,1,36,1,1,2,12,4,2,6,50
"1593",3,4,3,2,1,2,1,3,1,52,NA,NA,1,12,2,NA,4,59
"1594",1,NA,NA,NA,NA,1,2,2,NA,0,3,3,3,NA,2,0,NA,78
"1595",0,4,NA,NA,NA,NA,1,3,NA,52,2,3,2,NA,1,2,NA,28
"1596",1,1,NA,NA,NA,NA,2,2,NA,16,2,3,2,9,3,2,4,65
"1597",1,4,3,2,3,2,3,2,2,52,NA,NA,2,12,3,4,5,52
"1598",3,2,NA,NA,NA,NA,2,2,1,0,1,1,2,NA,4,0,NA,68
"1599",1,1,NA,NA,NA,2,1,3,NA,0,NA,NA,2,NA,3,0,NA,70
"1600",3,2,NA,NA,NA,NA,1,3,NA,0,1,2,1,NA,2,NA,NA,66
"1601",1,NA,NA,NA,NA,2,2,3,NA,0,1,2,2,NA,3,3,NA,84
"1602",1,NA,2,3,4,2,2,2,1,52,NA,NA,2,12,4,4,NA,59
"1603",1,3,NA,NA,NA,1,2,3,NA,34,NA,NA,2,1,3,0,NA,20
"1604",2,NA,2,1,1,1,3,2,2,52,NA,NA,2,NA,1,NA,4,31
"1605",4,NA,1,3,1,2,3,4,1,52,1,1,3,12,5,3,NA,43
"1606",1,1,1,3,3,NA,3,1,3,52,1,2,3,NA,4,3,4,33
"1607",4,NA,1,2,2,1,2,2,2,40,2,2,2,12,3,2,NA,37
"1608",0,NA,NA,NA,NA,NA,1,NA,NA,0,1,4,1,NA,2,NA,NA,81
"1609",0,NA,NA,NA,NA,2,3,1,NA,0,NA,NA,2,NA,3,0,NA,70
"1610",1,NA,3,2,3,NA,3,2,2,52,2,2,2,8,3,1,5,30
"1611",0,5,NA,NA,NA,2,1,4,NA,0,1,4,2,NA,2,0,NA,74
"1612",0,1,NA,NA,NA,2,3,2,NA,0,3,4,3,NA,2,0,NA,65
"1613",3,NA,NA,NA,NA,NA,2,3,NA,10,2,2,1,NA,5,3,2,25
"1614",1,NA,3,2,1,1,2,2,1,40,NA,NA,1,12,2,0,NA,52
"1615",1,NA,NA,NA,NA,1,3,1,4,0,NA,NA,2,NA,3,5,6,56
"1616",0,2,NA,NA,NA,2,1,3,NA,0,1,4,2,NA,4,NA,NA,84
"1617",1,NA,4,1,2,1,3,2,4,52,NA,NA,3,5,3,5,NA,50
"1618",1,NA,NA,NA,NA,NA,2,2,1,0,1,2,1,NA,3,3,NA,36
"1619",1,NA,2,1,2,1,1,3,1,52,1,1,1,12,2,5,NA,25
"1620",0,4,4,3,3,NA,1,2,1,52,1,2,2,9,1,NA,NA,73
"1621",1,2,2,2,2,1,3,2,3,28,NA,NA,2,7,3,5,NA,22
"1622",3,1,NA,NA,NA,2,1,2,4,0,NA,NA,1,NA,2,6,NA,37
"1623",1,1,2,3,2,NA,3,2,1,36,2,2,2,11,2,0,NA,46
"1624",1,1,NA,NA,NA,1,2,1,NA,24,2,3,2,8,2,3,NA,37
"1625",1,NA,1,4,1,NA,2,2,2,0,2,2,1,5,3,NA,NA,44
"1626",0,NA,NA,NA,NA,1,3,3,2,0,NA,NA,2,NA,5,2,6,46
"1627",0,2,NA,NA,NA,1,3,1,NA,0,2,3,2,NA,2,6,NA,22
"1628",1,2,4,2,2,2,3,3,1,26,2,2,2,NA,3,3,NA,NA
"1629",1,3,4,2,2,NA,3,2,2,52,2,2,2,10,3,4,6,33
"1630",3,2,NA,NA,NA,2,1,3,1,52,1,2,1,12,2,5,NA,30
"1631",2,3,NA,NA,NA,2,2,2,2,52,2,2,3,12,3,0,NA,41
"1632",1,NA,3,3,2,NA,3,2,2,52,1,1,1,11,3,5,NA,56
"1633",1,NA,NA,NA,NA,NA,1,3,NA,0,1,1,1,NA,4,0,NA,88
"1634",1,2,NA,NA,NA,NA,2,3,NA,4,2,2,2,12,1,3,5,72
"1635",1,NA,1,1,3,1,3,2,2,52,NA,NA,3,12,3,2,NA,54
"1636",2,4,4,3,2,NA,3,3,2,52,2,2,2,NA,4,1,4,49
"1637",1,2,3,4,2,2,1,3,1,52,1,1,2,NA,1,NA,NA,48
"1638",0,NA,NA,NA,NA,NA,3,2,2,26,2,3,3,12,3,3,NA,50
"1639",0,2,NA,NA,NA,2,2,2,1,0,NA,NA,2,NA,1,0,NA,72
"1640",1,3,NA,NA,NA,1,3,1,4,37,NA,NA,2,9,4,4,NA,58
"1641",1,NA,4,2,2,NA,3,1,2,52,1,1,1,9,1,6,4,46
"1642",1,2,NA,NA,NA,1,3,2,2,26,2,2,3,4,4,5,NA,32
"1643",0,NA,NA,NA,NA,1,2,1,1,0,1,2,2,NA,3,2,NA,25
"1644",1,NA,4,1,2,NA,3,3,1,52,1,2,2,12,3,3,NA,58
"1645",4,NA,5,3,1,NA,1,2,1,52,1,2,2,12,3,0,6,60
"1646",1,NA,3,1,2,NA,2,3,2,52,2,3,3,12,3,2,NA,41
"1647",1,3,3,3,2,2,1,2,2,52,NA,NA,1,12,3,5,5,29
"1648",1,NA,3,1,2,1,2,2,1,52,NA,NA,3,12,3,2,4,32
"1649",1,NA,3,2,2,2,3,2,2,50,2,2,2,12,3,0,NA,54
"1650",3,1,NA,NA,NA,2,1,3,2,0,1,1,3,NA,3,0,NA,72
"1651",4,NA,3,4,3,2,3,3,1,52,1,1,1,12,4,1,NA,52
"1652",3,3,3,2,2,2,1,4,1,52,1,1,1,NA,3,0,NA,71
"1653",0,5,NA,NA,NA,1,1,2,1,0,1,2,1,NA,1,6,NA,25
"1654",3,3,NA,NA,NA,NA,2,3,NA,0,1,2,2,NA,3,2,NA,79
"1655",3,1,NA,NA,NA,2,3,3,NA,0,NA,NA,3,NA,1,2,3,76
"1656",0,5,5,4,2,1,3,1,1,40,NA,NA,3,NA,3,1,NA,53
"1657",1,4,NA,NA,NA,1,1,2,1,52,NA,NA,2,11,3,4,5,56
"1658",1,NA,2,3,3,1,2,3,1,52,NA,NA,2,11,2,3,3,26
"1659",1,3,1,1,3,1,2,2,1,52,2,3,2,7,2,6,NA,20
"1660",4,3,NA,NA,NA,NA,1,3,NA,26,1,2,1,12,2,3,NA,69
"1661",3,3,NA,NA,NA,1,3,2,2,52,NA,NA,2,12,3,3,4,59
"1662",1,NA,NA,NA,NA,2,1,2,NA,0,2,2,2,NA,NA,NA,NA,80
"1663",2,3,NA,NA,NA,1,1,2,1,0,NA,NA,2,NA,3,5,6,31
"1664",1,5,3,1,2,2,2,2,2,52,2,2,1,12,3,4,NA,47
"1665",1,1,NA,NA,NA,NA,1,3,NA,0,2,2,2,NA,2,0,NA,65
"1666",1,NA,4,4,2,2,2,2,1,52,NA,NA,2,12,2,NA,NA,53
"1667",1,NA,NA,NA,NA,2,2,3,NA,0,NA,NA,1,NA,3,0,NA,79
"1668",3,4,NA,NA,NA,2,1,2,1,52,1,1,NA,NA,2,6,NA,43
"1669",0,1,NA,NA,NA,2,3,2,NA,0,NA,NA,3,NA,3,NA,NA,87
"1670",1,1,NA,NA,NA,1,2,2,1,45,2,2,2,11,1,5,NA,35
"1671",3,NA,3,2,2,2,1,4,1,39,1,1,1,12,4,0,NA,27
"1672",1,2,3,2,2,1,2,2,1,52,2,3,2,NA,3,3,NA,41
"1673",3,NA,NA,NA,NA,NA,1,2,2,NA,1,1,2,NA,3,NA,NA,50
"1674",1,NA,1,1,3,2,2,2,3,52,2,2,2,11,3,5,NA,29
"1675",1,4,NA,NA,NA,1,3,2,2,6,1,3,2,NA,4,5,NA,47
"1676",1,1,NA,NA,NA,2,1,2,NA,0,NA,NA,2,NA,2,3,NA,69
"1677",0,NA,NA,NA,NA,NA,2,2,2,20,2,3,2,4,2,2,NA,48
"1678",0,NA,NA,NA,NA,2,2,3,NA,0,1,4,1,NA,3,2,NA,74
"1679",0,NA,NA,NA,NA,NA,1,2,NA,32,2,2,2,5,2,0,NA,39
"1680",3,1,NA,NA,NA,2,3,3,NA,0,NA,NA,2,NA,4,0,NA,68
"1681",4,1,NA,NA,NA,2,2,3,1,51,1,1,1,NA,2,4,NA,58
"1682",1,NA,3,2,2,2,1,3,1,52,NA,NA,2,12,2,1,6,72
"1683",1,1,NA,NA,NA,2,2,3,1,0,2,3,2,NA,3,3,NA,45
"1684",1,NA,3,2,2,2,3,1,1,52,NA,NA,1,6,4,3,NA,47
"1685",1,NA,2,1,2,1,1,3,1,52,NA,NA,3,NA,3,5,5,21
"1686",1,NA,NA,NA,NA,2,3,2,3,0,NA,NA,2,NA,2,2,NA,48
"1687",1,1,NA,NA,NA,2,3,1,NA,0,NA,NA,2,NA,1,0,NA,82
"1688",1,4,NA,NA,NA,NA,3,2,1,52,2,3,2,9,2,5,4,52
"1689",0,NA,4,2,1,NA,3,3,2,52,2,1,2,12,2,3,NA,62
"1690",1,2,NA,NA,NA,2,2,3,NA,0,2,1,1,NA,5,0,NA,88
"1691",0,1,NA,NA,NA,1,2,2,NA,0,1,3,2,NA,2,0,NA,49
"1692",1,NA,1,1,2,2,2,2,1,50,NA,NA,2,12,1,1,NA,56
"1693",1,NA,NA,NA,NA,2,1,2,1,0,2,3,1,NA,2,0,NA,88
"1694",1,3,4,3,1,2,1,2,1,52,2,2,2,12,3,0,NA,69
"1695",1,NA,3,4,2,NA,1,2,1,52,1,2,1,12,3,2,NA,53
"1696",0,4,NA,NA,NA,2,1,2,1,52,1,1,1,12,2,0,NA,64
"1697",0,2,NA,NA,NA,1,3,2,2,52,2,3,2,5,3,0,NA,43
"1698",1,NA,2,1,2,2,2,2,2,52,NA,NA,2,12,3,5,NA,47
"1699",1,2,3,2,2,2,1,3,1,52,2,2,3,12,3,0,NA,56
"1700",1,NA,5,4,2,NA,3,2,4,49,2,1,2,12,2,3,NA,51
"1701",1,NA,3,2,2,2,3,3,2,52,2,3,2,12,3,3,NA,47
"1702",1,NA,3,3,2,NA,2,2,2,52,2,1,2,12,2,2,6,32
"1703",3,4,2,1,2,2,2,4,1,50,NA,NA,2,12,3,1,5,64
"1704",4,2,NA,NA,NA,2,3,3,1,38,3,1,3,12,4,NA,NA,41
"1705",0,NA,NA,NA,NA,NA,2,3,NA,40,1,3,1,2,4,2,NA,20
"1706",1,NA,1,3,2,NA,3,2,2,52,2,2,2,12,3,0,NA,59
"1707",3,3,3,2,2,NA,2,2,1,52,1,3,2,12,2,1,4,43
"1708",3,2,NA,NA,NA,NA,3,1,2,52,1,1,2,9,3,NA,3,22
"1709",4,NA,3,2,1,NA,2,2,2,52,1,3,2,12,3,6,5,39
"1710",1,3,3,1,2,NA,2,3,1,52,1,2,1,12,3,3,5,30
"1711",1,NA,1,4,4,NA,1,2,1,52,2,2,1,12,5,0,NA,57
"1712",1,2,NA,NA,NA,NA,1,2,NA,0,1,2,2,NA,3,1,NA,20
"1713",0,NA,NA,NA,NA,2,2,2,NA,0,1,3,1,NA,2,1,NA,38
"1714",4,1,NA,NA,NA,NA,1,3,NA,0,1,1,1,NA,1,0,NA,87
"1715",1,1,NA,NA,NA,2,2,3,NA,0,2,3,2,NA,2,0,NA,58
"1716",1,5,5,2,2,2,2,2,1,52,1,3,2,3,2,5,NA,34
"1717",3,2,NA,NA,NA,NA,2,1,NA,0,2,2,2,NA,1,2,4,67
"1718",0,1,NA,NA,NA,2,3,1,4,0,NA,NA,3,NA,1,0,NA,60
"1719",1,NA,NA,NA,NA,NA,3,2,NA,0,2,4,2,NA,3,0,NA,47
"1720",1,NA,NA,NA,NA,2,3,1,NA,0,NA,NA,2,NA,1,3,NA,22
"1721",4,NA,3,4,4,NA,1,3,1,52,1,2,1,12,5,4,NA,52
"1722",1,NA,3,2,2,2,3,3,2,52,2,2,3,12,3,0,NA,30
"1723",1,NA,NA,NA,NA,NA,2,2,NA,0,2,2,1,NA,3,1,NA,82
"1724",1,5,NA,NA,NA,NA,2,2,1,52,1,2,1,NA,2,0,NA,68
"1725",1,4,NA,NA,NA,NA,2,2,1,52,2,3,2,10,2,4,4,46
"1726",1,2,NA,NA,NA,1,2,2,2,24,NA,NA,1,NA,2,5,NA,22
"1727",0,2,NA,NA,NA,1,3,2,2,49,3,2,2,4,3,1,NA,25
"1728",1,5,NA,NA,NA,1,2,1,1,32,2,1,3,1,3,0,NA,32
"1729",3,NA,3,3,1,2,2,4,1,49,1,1,1,12,4,4,NA,60
"1730",4,2,3,1,2,2,2,3,1,52,NA,NA,2,12,3,NA,5,34
"1731",3,NA,NA,NA,NA,2,1,3,1,0,NA,NA,1,NA,4,4,6,67
"1732",3,NA,3,2,3,NA,1,3,2,52,2,2,2,12,2,0,NA,40
"1733",4,NA,3,2,2,NA,1,4,1,52,1,2,2,12,1,2,2,62
"1734",1,2,NA,NA,NA,2,1,3,NA,6,2,3,2,NA,1,0,NA,75
"1735",1,2,3,2,2,NA,3,2,2,35,2,2,2,9,3,5,4,30
"1736",1,NA,3,1,1,1,2,2,1,50,NA,NA,2,12,2,4,3,32
"1737",3,1,NA,NA,NA,1,2,1,NA,0,NA,NA,1,NA,2,2,NA,49
"1738",2,4,2,2,3,NA,2,2,3,52,2,2,2,11,4,5,NA,28
"1739",2,NA,3,2,2,2,3,2,3,52,NA,NA,3,12,2,0,5,43
"1740",4,NA,3,2,2,NA,1,3,1,52,1,1,2,12,3,4,3,46
"1741",3,3,NA,NA,NA,NA,2,2,2,52,1,1,2,12,3,6,4,42
"1742",1,NA,NA,NA,NA,2,2,2,NA,0,1,4,2,11,3,0,NA,63
"1743",1,NA,NA,NA,NA,NA,3,1,2,0,1,2,2,NA,3,NA,4,54
"1744",1,2,NA,NA,NA,2,1,2,NA,0,1,3,1,NA,3,5,NA,68
"1745",1,NA,NA,NA,NA,2,1,3,2,0,NA,NA,2,NA,3,0,NA,76
"1746",1,2,NA,NA,NA,1,2,2,NA,0,NA,NA,2,NA,3,0,NA,67
"1747",1,NA,3,2,2,2,3,2,2,44,NA,NA,3,8,3,4,4,41
"1748",1,2,NA,NA,NA,2,1,2,1,52,1,1,1,12,2,3,NA,64
"1749",4,2,NA,NA,NA,NA,1,4,NA,6,1,2,1,12,3,2,5,74
"1750",3,3,NA,NA,NA,NA,3,3,4,52,1,2,2,12,3,5,6,44
"1751",4,NA,NA,NA,NA,2,1,3,NA,0,NA,NA,2,NA,5,0,NA,69
"1752",3,3,NA,NA,NA,2,2,3,1,0,2,1,1,NA,4,4,NA,51
"1753",4,2,NA,NA,NA,2,NA,3,NA,24,NA,NA,1,3,3,NA,NA,86
"1754",2,NA,NA,NA,NA,NA,1,4,1,0,1,1,1,NA,2,4,4,58
"1755",4,5,5,2,4,2,1,3,1,0,1,1,3,NA,2,0,NA,78
"1756",1,NA,3,3,2,2,3,2,1,52,1,1,2,12,2,NA,NA,58
"1757",2,NA,NA,NA,NA,1,3,2,4,0,1,4,2,NA,2,2,NA,41
"1758",1,2,NA,NA,NA,1,3,2,4,0,NA,NA,2,NA,3,2,NA,50
"1759",1,1,NA,NA,NA,1,3,1,4,25,NA,NA,3,4,1,5,6,34
"1760",4,2,NA,NA,NA,NA,1,3,1,48,1,3,1,12,4,4,2,66
"1761",1,NA,3,2,3,1,3,2,3,46,2,3,2,12,2,2,NA,52
"1762",1,NA,5,3,2,1,3,2,1,6,NA,NA,2,2,4,2,NA,52
"1763",4,4,NA,NA,NA,2,2,2,1,51,2,2,2,10,3,4,NA,56
"1764",1,NA,NA,NA,NA,NA,1,3,2,30,2,2,1,9,4,3,6,25
"1765",4,NA,3,3,2,1,1,3,1,52,1,1,1,12,2,4,NA,53
"1766",3,4,2,3,2,2,1,3,1,52,NA,NA,2,12,4,5,3,29
"1767",1,4,2,1,3,NA,3,2,3,50,1,1,2,10,3,5,3,26
"1768",1,2,NA,NA,NA,2,3,3,NA,0,2,3,3,NA,4,0,NA,60
"1769",1,3,NA,NA,NA,NA,2,3,NA,0,2,3,2,NA,3,3,6,53
"1770",1,NA,NA,NA,NA,1,1,2,NA,0,2,1,1,NA,3,1,NA,71
"1771",1,2,NA,NA,NA,NA,1,2,1,0,2,3,2,NA,1,1,6,80
"1772",3,5,NA,NA,NA,2,2,3,NA,0,NA,NA,2,NA,2,0,5,71
"1773",3,NA,NA,NA,NA,NA,2,3,2,28,2,2,2,12,4,3,6,35
"1774",3,NA,4,4,2,NA,2,3,2,52,2,2,2,12,3,5,5,32
"1775",2,NA,3,1,1,1,1,2,1,52,NA,NA,1,5,3,5,4,31
"1776",0,2,NA,NA,NA,2,1,3,NA,0,NA,NA,1,NA,3,0,NA,81
"1777",3,4,3,2,3,2,2,2,2,52,NA,NA,1,12,1,5,NA,26
"1778",1,3,3,2,2,NA,1,3,1,52,2,2,2,12,3,3,NA,56
"1779",1,NA,NA,NA,NA,2,2,2,NA,0,NA,NA,2,NA,2,0,NA,78
"1780",1,2,NA,NA,NA,NA,3,1,1,0,2,4,2,NA,2,2,NA,45
"1781",3,2,NA,NA,NA,NA,1,3,NA,0,1,2,1,NA,3,6,4,65
"1782",3,2,NA,NA,NA,2,1,3,NA,52,1,3,2,12,3,NA,NA,78
"1783",2,NA,4,2,3,NA,1,2,2,52,1,2,2,12,4,4,NA,51
"1784",1,3,NA,NA,NA,1,2,2,2,22,1,2,2,3,3,4,NA,23
"1785",1,2,NA,NA,NA,2,1,2,2,52,NA,NA,2,12,2,0,NA,40
"1786",2,NA,2,2,1,2,2,3,2,52,NA,NA,3,12,3,1,5,51
"1787",3,NA,NA,NA,NA,NA,1,3,NA,0,1,2,1,NA,2,3,NA,79
"1788",1,2,NA,NA,NA,2,2,3,1,52,1,2,1,9,3,NA,NA,61
"1789",1,1,NA,NA,NA,2,2,3,1,0,2,2,1,NA,1,3,NA,80
"1790",1,NA,NA,NA,NA,NA,1,3,NA,0,2,3,2,NA,3,2,2,67
"1791",1,NA,NA,NA,NA,2,1,1,NA,0,NA,NA,2,NA,4,0,NA,66
"1792",1,3,3,3,3,2,3,2,1,52,NA,NA,2,12,4,1,6,54
"1793",3,2,NA,NA,NA,2,1,3,1,0,1,2,1,NA,2,2,NA,50
"1794",1,4,4,2,2,NA,2,2,2,52,2,2,2,12,2,2,NA,41
"1795",1,2,4,3,2,NA,2,2,2,45,1,1,1,9,1,5,2,33
"1796",1,3,NA,NA,NA,NA,2,2,2,52,2,2,2,12,4,0,4,63
"1797",3,NA,3,2,2,1,2,2,3,52,NA,NA,1,9,3,6,4,44
"1798",1,2,NA,NA,NA,2,1,3,NA,0,NA,NA,2,NA,3,1,6,73
"1799",0,4,3,1,1,2,1,2,1,52,NA,NA,2,NA,3,0,NA,75
"1800",4,NA,NA,NA,NA,2,1,3,NA,0,1,1,1,NA,2,4,NA,67
"1801",1,NA,NA,NA,NA,2,3,1,NA,0,1,3,3,NA,3,2,NA,83
"1802",2,NA,4,2,2,1,2,3,2,52,2,1,2,12,NA,1,NA,54
"1803",0,4,NA,NA,NA,NA,1,3,NA,0,2,4,1,NA,3,6,NA,64
"1804",0,NA,4,1,2,NA,3,2,1,52,1,3,2,12,3,4,NA,42
"1805",1,NA,1,1,2,2,3,2,1,52,1,3,2,10,2,2,NA,45
"1806",1,NA,NA,NA,NA,2,2,2,1,0,NA,NA,1,NA,3,4,5,35
"1807",1,NA,3,2,2,NA,1,3,2,52,2,2,1,12,4,3,5,40
"1808",1,NA,2,1,3,NA,2,2,1,52,2,2,3,NA,3,0,4,50
"1809",3,NA,NA,NA,NA,2,1,3,NA,0,NA,NA,2,NA,4,0,NA,85
"1810",1,2,3,1,1,NA,1,2,1,52,2,3,1,12,3,0,NA,77
"1811",3,4,NA,NA,NA,NA,1,3,2,52,2,2,2,12,3,3,5,41
"1812",1,NA,NA,NA,NA,NA,2,3,NA,0,1,4,2,NA,NA,3,6,88
"1813",3,3,2,3,1,2,1,2,1,36,NA,NA,1,11,3,2,NA,74
"1814",1,4,NA,NA,NA,NA,2,2,1,52,1,1,2,12,4,4,2,33
"1815",1,NA,NA,NA,NA,1,2,3,1,0,2,2,3,NA,3,6,NA,33
"1816",1,3,3,1,3,NA,3,2,1,50,2,3,2,10,3,2,NA,36
"1817",3,NA,3,4,2,2,1,3,1,52,2,1,1,12,4,5,NA,57
"1818",1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,2,2,NA,NA,2,3,23
"1819",1,NA,2,3,2,NA,2,3,2,52,2,2,2,12,3,5,5,33
"1820",1,2,NA,NA,NA,2,3,2,1,0,2,4,3,NA,3,5,NA,43
"1821",1,1,NA,NA,NA,1,3,1,NA,0,2,2,2,NA,2,NA,NA,62
"1822",0,1,3,4,2,NA,1,3,2,52,2,3,2,10,2,3,5,42
"1823",2,NA,NA,NA,NA,2,3,2,NA,0,2,3,2,NA,2,3,NA,64
"1824",1,2,NA,NA,NA,2,1,3,NA,0,2,2,3,NA,3,3,NA,57
"1825",4,3,NA,NA,NA,NA,1,3,1,52,1,1,1,12,3,4,5,56
"1826",1,NA,3,3,2,1,2,2,1,45,NA,NA,1,11,4,3,3,23
"1827",3,NA,2,1,1,NA,3,3,1,51,1,3,2,9,4,5,3,30
"1828",4,NA,NA,NA,NA,2,1,3,NA,0,2,3,1,NA,1,5,NA,36
"1829",4,NA,3,3,1,NA,1,3,1,52,1,2,2,12,2,3,5,32
"1830",4,NA,NA,NA,NA,NA,2,3,NA,0,1,2,1,NA,4,2,4,25
"1831",3,2,NA,NA,NA,2,1,3,NA,0,1,2,1,NA,3,NA,NA,74
"1832",3,NA,NA,NA,NA,NA,2,3,NA,0,2,2,2,NA,3,0,4,74
"1833",4,NA,3,3,2,2,1,3,1,52,NA,NA,2,12,5,3,3,56
"1834",1,NA,NA,NA,NA,NA,1,2,NA,52,1,2,2,6,3,3,2,24
"1835",3,NA,NA,NA,NA,2,2,3,NA,40,NA,NA,1,NA,5,6,2,24
"1836",0,NA,NA,NA,NA,2,2,1,NA,0,2,4,3,NA,2,NA,NA,60
"1837",1,NA,NA,NA,NA,1,3,1,2,48,NA,NA,3,3,3,5,NA,37
"1838",2,1,1,1,1,2,2,2,1,51,NA,NA,1,12,2,3,3,47
"1839",1,3,NA,NA,NA,1,2,3,NA,40,1,2,2,5,5,2,NA,20
"1840",1,3,NA,NA,NA,NA,1,2,1,52,1,1,1,NA,2,5,4,31
"1841",1,5,1,2,2,NA,3,2,3,52,2,3,2,12,2,3,NA,44
"1842",3,NA,NA,NA,NA,NA,2,3,NA,0,1,2,2,NA,4,0,6,69
"1843",2,NA,4,1,1,NA,3,2,1,16,1,1,1,3,3,6,5,43
"1844",1,NA,3,1,3,2,2,2,1,52,2,1,2,12,1,5,NA,39
"1845",1,NA,1,2,3,NA,2,3,3,52,2,2,2,NA,2,6,3,21
"1846",2,NA,4,2,1,1,2,2,1,52,2,2,2,9,2,3,NA,54
"1847",3,NA,2,1,2,1,1,2,2,52,2,2,2,12,3,5,NA,33
"1848",1,4,NA,NA,NA,2,2,2,2,52,2,2,1,10,3,0,NA,60
"1849",3,5,NA,NA,NA,NA,2,2,2,43,1,1,2,12,3,1,3,29
"1850",1,1,4,1,1,NA,2,2,1,50,2,3,2,5,3,1,2,72
"1851",0,NA,NA,NA,NA,NA,1,1,2,26,1,2,1,NA,3,5,NA,20
"1852",1,1,NA,NA,NA,1,1,1,NA,26,NA,NA,1,3,4,0,NA,27
"1853",4,NA,NA,NA,NA,NA,2,3,NA,0,2,1,2,NA,2,0,NA,80
"1854",4,5,3,2,2,NA,1,3,1,52,2,3,2,12,3,4,2,56
"1855",1,2,4,2,2,NA,2,2,2,50,1,2,2,10,4,3,NA,44
"1856",2,1,NA,NA,NA,NA,3,1,1,0,1,2,2,5,2,NA,5,31
"1857",1,NA,NA,NA,NA,2,3,1,1,0,1,4,3,NA,1,0,NA,49
"1858",4,NA,NA,NA,NA,NA,2,3,2,0,2,3,2,NA,3,4,NA,37
"1859",1,2,NA,NA,NA,2,1,2,NA,0,1,3,1,NA,2,NA,NA,84
"1860",1,2,NA,NA,NA,2,1,3,NA,0,2,3,2,NA,2,1,NA,67
"1861",1,2,NA,NA,NA,NA,1,2,2,0,3,3,2,NA,3,0,NA,58
"1862",1,4,4,1,1,1,2,3,4,40,1,2,1,12,3,6,NA,53
"1863",1,5,NA,NA,NA,1,3,1,4,18,1,2,3,11,4,3,NA,39
"1864",1,NA,NA,NA,NA,2,1,1,NA,0,NA,NA,3,NA,2,0,6,89
"1865",3,NA,1,2,3,NA,2,2,1,52,2,2,1,12,2,4,NA,54
"1866",1,NA,2,1,2,NA,3,2,2,52,3,1,2,10,2,6,4,31
"1867",1,2,NA,NA,NA,NA,3,2,NA,10,2,3,2,NA,2,0,NA,73
"1868",1,2,NA,NA,NA,NA,3,2,1,45,2,2,1,9,3,4,NA,67
"1869",4,1,NA,NA,NA,NA,1,3,NA,0,2,2,2,12,3,3,6,47
"1870",1,1,NA,NA,NA,NA,2,2,NA,0,2,1,1,NA,3,0,NA,78
"1871",3,3,NA,NA,NA,2,1,3,NA,0,NA,NA,2,NA,2,1,2,55
"1872",1,4,2,2,3,2,3,2,1,52,NA,NA,2,12,3,0,NA,57
"1873",0,4,NA,NA,NA,2,1,3,NA,0,2,3,1,NA,5,0,NA,88
"1874",1,NA,1,4,3,2,3,2,2,44,NA,NA,2,9,3,0,5,46
"1875",0,NA,NA,NA,NA,2,1,2,NA,0,1,4,1,NA,2,0,NA,79
"1876",1,NA,1,1,4,2,3,2,4,52,2,2,2,12,3,0,NA,41
"1877",1,NA,4,4,2,NA,1,3,1,52,1,1,1,12,2,1,NA,64
"1878",1,NA,3,3,2,2,3,2,2,51,1,3,2,12,2,0,NA,61
"1879",1,2,NA,NA,NA,2,1,3,2,0,NA,NA,1,NA,4,5,6,40
"1880",0,NA,NA,NA,NA,NA,1,2,NA,32,2,1,3,2,3,2,NA,19
"1881",4,4,NA,NA,NA,NA,1,3,1,52,1,1,1,12,3,5,5,39
"1882",1,4,2,2,2,NA,1,2,1,52,1,2,2,12,4,0,6,41
"1883",3,NA,3,2,3,NA,1,3,2,52,2,2,2,12,3,5,4,44
"1884",3,3,4,3,2,NA,1,3,1,52,1,1,1,12,3,3,6,57
"1885",1,NA,2,2,2,2,1,3,2,52,NA,NA,2,12,3,4,3,55
"1886",2,NA,2,2,3,NA,2,3,3,52,2,2,2,12,3,4,5,46
"1887",2,3,NA,NA,NA,1,2,2,1,52,1,3,1,12,3,4,NA,41
"1888",1,3,4,4,2,2,3,2,2,52,NA,NA,2,12,2,5,4,37
"1889",1,NA,NA,NA,NA,2,1,3,NA,52,NA,NA,2,12,3,0,NA,87
"1890",1,NA,5,2,1,2,2,2,1,52,2,2,2,12,2,0,NA,42
